Código de producto;Nombre del producto;Categoría;Subcategoría;CATEGOR;Inventario inicial;Descripción corta del producto;Descripción larga (Lo más detallada posible);Fabricante (Opcional)
CH1981MT052101592   ;SILLA MEETION NARANJA / NEGRA - ERGO AJUSTABLE- MT-CHR15;Gamer;Sillas;Gamer,Sillas;1;SILLA MEETION NARANJA / NEGRA - ERGO AJUSTABLE- MT-CHR15;-;Marvo
6970344732438       ;SILLA MEETION NEGRA - MT-CHR15 - ERGO AJUSTABLE;Gamer;Sillas;Gamer,Sillas;1;SILLA MEETION NEGRA - MT-CHR15 - ERGO AJUSTABLE;-;Marvo
4710562752328       ;CASE AEROCOOL AERO ONE NEGRO VIDRIO TEMPLADO;Componentes;Cases;Componentes,Cases;1;CASE AEROCOOL AERO ONE NEGRO VIDRIO TEMPLADO;-;Aerocool
4710562752434       ;CASE AEROCOOL AIRHAWK DUO NEGRO VIDRIO TEMPLADO;Componentes;Cases;Componentes,Cases;1;CASE AEROCOOL AIRHAWK DUO NEGRO VIDRIO TEMPLADO;-;Aerocool
4710562754124       ;CASE AEROCOOL GLIDER NEGRO VIDRIO TEMPLADO;Componentes;Cases;Componentes,Cases;1;CASE AEROCOOL GLIDER NEGRO VIDRIO TEMPLADO;-;Aerocool
4710562758528       ;CASE AEROCOOL QUANTUM RGB NEGRO VIDRIO TEMPLADO;Componentes;Cases;Componentes,Cases;1;CASE AEROCOOL QUANTUM RGB NEGRO VIDRIO TEMPLADO;-;Aerocool
CASE6064            ;CASE ALTEK H-11 RGB VIDRIO TEMPLADO;Componentes;Cases;Componentes,Cases;1;CASE ALTEK H-11 RGB VIDRIO TEMPLADO;-;Altek
761345800181        ;CASE ANTEC DA601 DARK AVENGER ARGB VIDRIO TEMPLADO;Componentes;Cases;Componentes,Cases;1;CASE ANTEC DA601 DARK AVENGER ARGB VIDRIO TEMPLADO;-;Antec
761345800198        ;CASE ANTEC DP501 ARGB DARK PHANTOM VIDRIO TEMPLADO;Componentes;Cases;Componentes,Cases;1;CASE ANTEC DP501 ARGB DARK PHANTOM VIDRIO TEMPLADO;-;Antec
761345800228        ;CASE ANTEC NX100 GRIS/NEGRO VIDRIO TEMPLADO;Componentes;Cases;Componentes,Cases;1;CASE ANTEC NX100 GRIS/NEGRO VIDRIO TEMPLADO;-;Antec
761345810272        ;CASE ANTEC NX200M GRIS VIDRIO TEMPLADO;Componentes;Cases;Componentes,Cases;1;CASE ANTEC NX200M GRIS VIDRIO TEMPLADO;-;Antec
761345810203        ;CASE ANTEC NX210 ARGB VIDRIO TEMPLADO;Componentes;Cases;Componentes,Cases;1;CASE ANTEC NX210 ARGB VIDRIO TEMPLADO;-;Antec
761345810234        ;CASE ANTEC NX230 ARGB TRASPARENT ;Componentes;Cases;Componentes,Cases;1;CASE ANTEC NX230 ARGB TRASPARENT ;-;Antec
761345810289        ;CASE ANTEC NX250 VIDRIO TEMPLADO;Componentes;Cases;Componentes,Cases;1;CASE ANTEC NX250 VIDRIO TEMPLADO;-;Antec
761345810296        ;CASE ANTEC NX260 ARGB VIDRIO TEMPLADO;Componentes;Cases;Componentes,Cases;1;CASE ANTEC NX260 ARGB VIDRIO TEMPLADO;-;Antec
761345810326        ;CASE ANTEC NX300 ARGB BLANCO VIDRIO TEMPLADO;Componentes;Cases;Componentes,Cases;1;CASE ANTEC NX300 ARGB BLANCO VIDRIO TEMPLADO;-;Antec
761345810302        ;CASE ANTEC NX300 ARGB NEGRO VIDRIO TEMPLADO;Componentes;Cases;Componentes,Cases;1;CASE ANTEC NX300 ARGB NEGRO VIDRIO TEMPLADO;-;Antec
761345810401        ;CASE ANTEC NX400 ARGB VIDRIO TEMPLADO;Componentes;Cases;Componentes,Cases;1;CASE ANTEC NX400 ARGB VIDRIO TEMPLADO;-;Antec
761345810609        ;CASE ANTEC NX600 ARGB VIDRIO TEMPLADO;Componentes;Cases;Componentes,Cases;1;CASE ANTEC NX600 ARGB VIDRIO TEMPLADO;-;Antec
761345810807        ;CASE ANTEC NX800 V2 ARGB VIDRIO TEMPLADO;Componentes;Cases;Componentes,Cases;1;CASE ANTEC NX800 V2 ARGB VIDRIO TEMPLADO;-;Antec
4719867041649       ;CASE AZZA CRIMSON 211G VIDRIO TEMPLADO;Componentes;Cases;Componentes,Cases;1;CASE AZZA CRIMSON 211G VIDRIO TEMPLADO;-;AZZA
4712839555328       ;CASE AZZA CSAZ-430 APOLLO VIDRIO TEMPLADO ;Componentes;Cases;Componentes,Cases;1;CASE AZZA CSAZ-430 APOLLO VIDRIO TEMPLADO ;-;AZZA
4712839551795       ;CASE AZZA CSAZ-440 ARGB ECLIPSE GAMING;Componentes;Cases;Componentes,Cases;1;CASE AZZA CSAZ-440 ARGB ECLIPSE GAMING;-;AZZA
886027015780        ;CASE BITFENIX ENSO MESH NEGRO VIDRIO TEMPLADO ;Componentes;Cases;Componentes,Cases;1;CASE BITFENIX ENSO MESH NEGRO VIDRIO TEMPLADO ;-;Bitfenix
884102044670        ;CASE COOLER MASTER H500 ARGB VIDRIO TEMPLADO;Componentes;Cases;Componentes,Cases;1;CASE COOLER MASTER H500 ARGB VIDRIO TEMPLADO;-;Cooler Master
884102067020        ;CASE COOLER MASTER K501L RGB VIDRIO TEMPLADO;Componentes;Cases;Componentes,Cases;1;CASE COOLER MASTER K501L RGB VIDRIO TEMPLADO;-;Cooler Master
884102069901        ;CASE COOLER MASTER MB320L ARGB VIDRIO TEMPLADO ;Componentes;Cases;Componentes,Cases;1;CASE COOLER MASTER MB320L ARGB VIDRIO TEMPLADO ;-;Cooler Master
884102038006        ;CASE COOLER MASTER Q300L VIDRIO TEMPLADO;Componentes;Cases;Componentes,Cases;1;CASE COOLER MASTER Q300L VIDRIO TEMPLADO;-;Cooler Master
840006609124        ;CASE CORSAIR 220T RGB NEGRO VIDRIO TEMPLADO ;Componentes;Cases;Componentes,Cases;1;CASE CORSAIR 220T RGB NEGRO VIDRIO TEMPLADO ;-;Corsair
840006621928        ;CASE CORSAIR 4000D BLANCO VIDRIO TEMPLADO ;Componentes;Cases;Componentes,Cases;1;CASE CORSAIR 4000D BLANCO VIDRIO TEMPLADO ;-;Corsair
2200019171984       ;CASE CORSAIR SPEC-04 RGB NEGRO/ROJO VIDRIO TEMPLADO;Componentes;Cases;Componentes,Cases;1;CASE CORSAIR SPEC-04 RGB NEGRO/ROJO VIDRIO TEMPLADO;-;Corsair
GENCASATXCS204      ;CASE CS204 NEGRO + FUENTE DE PODER 600W ;Componentes;Cases;Componentes,Cases;1;CASE CS204 NEGRO + FUENTE DE PODER 600W ;-;Genérico
6931858773010       ;CASE GAMEMAX A361 ARGB BLACK DIAMOND VIDRIO TEMPLADO;Componentes;Cases;Componentes,Cases;1;CASE GAMEMAX A361 ARGB BLACK DIAMOND VIDRIO TEMPLADO;-;Gamemax
6931858773140       ;CASE GAMEMAX A361 DIAMOND COC VIDRIO TEMPLADO;Componentes;Cases;Componentes,Cases;1;CASE GAMEMAX A361 DIAMOND COC VIDRIO TEMPLADO;-;Gamemax
6931858773096       ;CASE GAMEMAX BRUFEN C1 ATX COC MFG A368 ;Componentes;Cases;Componentes,Cases;1;CASE GAMEMAX BRUFEN C1 ATX COC MFG A368 ;-;Gamemax
BRUFENC3BWNE        ;CASE GAMEMAX BRUFEN C3 BW ROSADO ;Componentes;Cases;Componentes,Cases;1;CASE GAMEMAX BRUFEN C3 BW ROSADO ;-;Gamemax
6931858771221       ;CASE GAMEMAX CYCLOPS VIDRIO TEMPLADO BR - H610;Componentes;Cases;Componentes,Cases;1;CASE GAMEMAX CYCLOPS VIDRIO TEMPLADO BR - H610;-;Gamemax
6931858773041       ;CASE GAMEMAX DRACO XD A363-TA VIDRIO TEMPLADO ;Componentes;Cases;Componentes,Cases;1;CASE GAMEMAX DRACO XD A363-TA VIDRIO TEMPLADO ;-;Gamemax
6931858771658       ;CASE GAMEMAX G562 RGB VIDRIO TEMPLADO;Componentes;Cases;Componentes,Cases;1;CASE GAMEMAX G562 RGB VIDRIO TEMPLADO;-;Gamemax
6931858771146       ;CASE GAMEMAX MINI ABYSS H608 NEGRO VIDRIO TEMPLADO;Componentes;Cases;Componentes,Cases;1;CASE GAMEMAX MINI ABYSS H608 NEGRO VIDRIO TEMPLADO;-;Gamemax
6931858771184       ;CASE GAMEMAX MINI AERO H607 NEGRO VIDRIO TEMPLADO;Componentes;Cases;Componentes,Cases;1;CASE GAMEMAX MINI AERO H607 NEGRO VIDRIO TEMPLADO;-;Gamemax
6931858771153       ;CASE GAMEMAX MINI STRATOS H609 NEGRO VIDRIO TEMPLADO;Componentes;Cases;Componentes,Cases;1;CASE GAMEMAX MINI STRATOS H609 NEGRO VIDRIO TEMPLADO;-;Gamemax
6931858770910       ;CASE GAMEMAX MOONLIGHT FRGB NEGRO VIDRIO TEMPLADO;Componentes;Cases;Componentes,Cases;1;CASE GAMEMAX MOONLIGHT FRGB NEGRO VIDRIO TEMPLADO;-;Gamemax
6931858771689       ;CASE GAMEMAX NOVA N5 NEGRO VIDRIO TEMPADO;Componentes;Cases;Componentes,Cases;1;CASE GAMEMAX NOVA N5 NEGRO VIDRIO TEMPADO;-;Gamemax
6931858771696       ;CASE GAMEMAX NOVA N6 RGB NEGRO VIDRIO TEMPLADO;Componentes;Cases;Componentes,Cases;1;CASE GAMEMAX NOVA N6 RGB NEGRO VIDRIO TEMPLADO;-;Gamemax
6931858772716       ;CASE GAMEMAX PALADIN T801 NEGRO VIDRIO TEMPLADO ;Componentes;Cases;Componentes,Cases;1;CASE GAMEMAX PALADIN T801 NEGRO VIDRIO TEMPLADO ;-;Gamemax
6931858772761       ;CASE GAMEMAX PANDA T802 NEGRO VIDRIO TEMPLADO ;Componentes;Cases;Componentes,Cases;1;CASE GAMEMAX PANDA T802 NEGRO VIDRIO TEMPLADO ;-;Gamemax
6931858770361       ;CASE GAMEMAX REVOLT 3606 NEGRO VIDRIO TEMPLADO ;Componentes;Cases;Componentes,Cases;1;CASE GAMEMAX REVOLT 3606 NEGRO VIDRIO TEMPLADO ;-;Gamemax
6931858773058       ;CASE GAMEMAX ROCKSTAR 2 A365 VIDRIO TEMPLADO ;Componentes;Cases;Componentes,Cases;1;CASE GAMEMAX ROCKSTAR 2 A365 VIDRIO TEMPLADO ;-;Gamemax
6931858770767       ;CASE GAMEMAX ROCKSTAR G515 NEGRO ;Componentes;Cases;Componentes,Cases;1;CASE GAMEMAX ROCKSTAR G515 NEGRO ;-;Gamemax
6931858770774       ;CASE GAMEMAX SHINE G517 NEGRO VIDRIO TEMPLADO ;Componentes;Cases;Componentes,Cases;1;CASE GAMEMAX SHINE G517 NEGRO VIDRIO TEMPLADO ;-;Gamemax
6931858772792       ;CASE GAMEMAX T806 CONTAC ROJO/NEGRO ;Componentes;Cases;Componentes,Cases;1;CASE GAMEMAX T806 CONTAC ROJO/NEGRO ;-;Gamemax
6931858772808       ;CASE GAMEMAX T806 CONTAC ROSADO/BLANCO ;Componentes;Cases;Componentes,Cases;1;CASE GAMEMAX T806 CONTAC ROSADO/BLANCO ;-;Gamemax
038012GAMG510BK     ;CASE GAMEMAX OPTICAL G510 RGB NEGRO;Componentes;Cases;Componentes,Cases;1;CASE GAMEMAX OPTICAL G510 RGB NEGRO;-;Gamemax
813567026655        ;CASE GIGABYTE C200G RGB VIDRIO TEMPLADO ;Componentes;Cases;Componentes,Cases;1;CASE GIGABYTE C200G RGB VIDRIO TEMPLADO ;-;Gigabyte
CASQUAGMFEARLESS    ;CASE QUASAD FEARLESS E-SPORT NEGRO RGB ;Componentes;Cases;Componentes,Cases;1;CASE QUASAD FEARLESS E-SPORT NEGRO RGB ;-;Quasad
CASQUAGMRAGER       ;CASE QUASAD RAGER NEGRO RGB ;Componentes;Cases;Componentes,Cases;1;CASE QUASAD RAGER NEGRO RGB ;-;Quasad
SPECASATXSMCSGR08   ;CASE SPEEDMIND CSGR08 ROJO VIDRIO TEMPLADO;Componentes;Cases;Componentes,Cases;1;CASE SPEEDMIND CSGR08 ROJO VIDRIO TEMPLADO;-;Speedmind
SPECASATXFG05B      ;CASE SPEEDMIND FG-05B NEGRO VIDRIO ;Componentes;Cases;Componentes,Cases;1;CASE SPEEDMIND FG-05B NEGRO VIDRIO ;-;Speedmind
102180800033        ;CASE SPEEDMIND SMCSGA08 AZUL VIDRIO TEMPLADO ;Componentes;Cases;Componentes,Cases;1;CASE SPEEDMIND SMCSGA08 AZUL VIDRIO TEMPLADO ;-;Speedmind
4713621525871       ;CASE SPEEDMIND SMCSRGB09 RGB VIDRIO TEMPLADO ;Componentes;Cases;Componentes,Cases;1;CASE SPEEDMIND SMCSRGB09 RGB VIDRIO TEMPLADO ;-;Speedmind
CS000ADT23          ;CASE XPG DEFENDER PRO BLANCO MID TOWER;Componentes;Cases;Componentes,Cases;1;CASE XPG DEFENDER PRO BLANCO MID TOWER;-;XPG
CS000ADT24          ;CASE XPG DEFENDER PRO MID TOWER NEGRO ;Componentes;Cases;Componentes,Cases;1;CASE XPG DEFENDER PRO MID TOWER NEGRO ;-;XPG
842243019292        ;CASE XPG INVADER BRUSH ALUMINIUM BLANCO ;Componentes;Cases;Componentes,Cases;1;CASE XPG INVADER BRUSH ALUMINIUM BLANCO ;-;XPG
842243019285        ;CASE XPG INVADER BRUSH ALUMINIUM NEGRO ;Componentes;Cases;Componentes,Cases;1;CASE XPG INVADER BRUSH ALUMINIUM NEGRO ;-;XPG
CS000ADT11          ;CASE XPG STARKER NEGRO ADATA MID TOWER;Componentes;Cases;Componentes,Cases;1;CASE XPG STARKER NEGRO ADATA MID TOWER;-;XPG
4710483931499       ;MAINBOARD ASROCK B550 PHANTOM AM4 RYZEN;Componentes;Mainboard;Componentes,Mainboard;1;MAINBOARD ASROCK B550 PHANTOM AM4 RYZEN;-;Asrock
889349672068        ;MAINBOARD ASUS A320M-K PRIME AM4 RYZEN;Componentes;Mainboard;Componentes,Mainboard;1;MAINBOARD ASUS A320M-K PRIME AM4 RYZEN;-;Asus
192876716106        ;MAINBOARD ASUS B460M-A PRIME LGA1200;Componentes;Mainboard;Componentes,Mainboard;1;MAINBOARD ASUS B460M-A PRIME LGA1200;-;Asus
192876713693        ;MAINBOARD ASUS B460M-PLUS WiFi LGA1200;Componentes;Mainboard;Componentes,Mainboard;1;MAINBOARD ASUS B460M-PLUS WiFi LGA1200;-;Asus
192876758298        ;MAINBOARD ASUS B550M-K PRIME AM4 RYZEN;Componentes;Mainboard;Componentes,Mainboard;1;MAINBOARD ASUS B550M-K PRIME AM4 RYZEN;-;Asus
195553130370        ;MAINBOARD ASUS B560M-A PRIME LGA1200;Componentes;Mainboard;Componentes,Mainboard;1;MAINBOARD ASUS B560M-A PRIME LGA1200;-;Asus
889523011904        ;MAINBOARD GIGABYTE A320M-S2H AM4 RYZEN;Componentes;Mainboard;Componentes,Mainboard;1;MAINBOARD GIGABYTE A320M-S2H AM4 RYZEN;-;Gigabyte
889523023501        ;MAINBOARD GIGABYTE A520M H AM4 RYZEN;Componentes;Mainboard;Componentes,Mainboard;1;MAINBOARD GIGABYTE A520M H AM4 RYZEN;-;Gigabyte
889523024393        ;MAINBOARD GIGABYTE B450M DS3H V2 AM4 RYZEN;Componentes;Mainboard;Componentes,Mainboard;1;MAINBOARD GIGABYTE B450M DS3H V2 AM4 RYZEN;-;Gigabyte
889523024041        ;MAINBOARD GIGABYTE B550 AORUS PRO AX AM4 RYZEN;Componentes;Mainboard;Componentes,Mainboard;1;MAINBOARD GIGABYTE B550 AORUS PRO AX AM4 RYZEN;-;Gigabyte
889523024089        ;MAINBOARD GIGABYTE B550 AORUS PRO V2 AM4 RYZEN;Componentes;Mainboard;Componentes,Mainboard;1;MAINBOARD GIGABYTE B550 AORUS PRO V2 AM4 RYZEN;-;Gigabyte
889523024416        ;MAINBOARD GIGABYTE B550M DS3H AC AM4 RYZEN;Componentes;Mainboard;Componentes,Mainboard;1;MAINBOARD GIGABYTE B550M DS3H AC AM4 RYZEN;-;Gigabyte
889523027011        ;MAINBOARD GIGABYTE B560M DS3H LGA1200;Componentes;Mainboard;Componentes,Mainboard;1;MAINBOARD GIGABYTE B560M DS3H LGA1200;-;Gigabyte
B560MDS3HV2         ;MAINBOARD GIGABYTE B560M DS3H V2 LGA1200;Componentes;Mainboard;Componentes,Mainboard;1;MAINBOARD GIGABYTE B560M DS3H V2 LGA1200;-;Gigabyte
889523021033        ;MAINBOARD GIGABYTE H310M M.2 2.0 LGA1151;Componentes;Mainboard;Componentes,Mainboard;1;MAINBOARD GIGABYTE H310M M.2 2.0 LGA1151;-;Gigabyte
889523018088        ;MAINBOARD GIGABYTE X570 AORUS PRO WIFI AM4 RYZEN;Componentes;Mainboard;Componentes,Mainboard;1;MAINBOARD GIGABYTE X570 AORUS PRO WIFI AM4 RYZEN;-;Gigabyte
889523019023        ;MAINBOARD GIGABYTE X570 UD AM4 RYZEN;Componentes;Mainboard;Componentes,Mainboard;1;MAINBOARD GIGABYTE X570 UD AM4 RYZEN;-;Gigabyte
889523026557        ;MAINBOARD GYGBYTE H510M S2H S1200;Componentes;Mainboard;Componentes,Mainboard;1;MAINBOARD GYGBYTE H510M S2H S1200;-;Gigabyte
730143309936        ;PROCESADOR AMD RYZEN 5 3600 3,6GHz;Componentes;Procesador;Componentes,Procesador;1;PROCESADOR AMD RYZEN 5 3600 3,6GHz;-;AMD
PROAMD100000143     ;PROCESADOR AMD RYZEN 5 4650G 3.7GHz;Componentes;Procesador;Componentes,Procesador;1;PROCESADOR AMD RYZEN 5 4650G 3.7GHz;-;AMD
730143313414        ;PROCESADOR AMD RYZEN 5 5600G 3.9GHz;Componentes;Procesador;Componentes,Procesador;1;PROCESADOR AMD RYZEN 5 5600G 3.9GHz;-;AMD
PROAMD100000145     ;PROCESADOR AMD RYZEN 7 PRO 4750G 3.6GHz;Componentes;Procesador;Componentes,Procesador;1;PROCESADOR AMD RYZEN 7 PRO 4750G 3.6GHz;-;AMD
730143312738        ;PROCESADOR AMD RYZEN 9 5900X 3.7GHz;Componentes;Procesador;Componentes,Procesador;1;PROCESADOR AMD RYZEN 9 5900X 3.7GHz;-;AMD
SD2650JAHMBOX       ;PROCESADOR AMD SEMPROM 2650 1,45GHz AM1;Componentes;Procesador;Componentes,Procesador;1;PROCESADOR AMD SEMPROM 2650 1,45GHz AM1;-;AMD
735858452199        ;PROCESADOR INTEL CORE i3-10100F LGA1200 3,6GHz;Componentes;Procesador;Componentes,Procesador;1;PROCESADOR INTEL CORE i3-10100F LGA1200 3,6GHz;-;INTEL
735858477239        ;PROCESADOR INTEL CORE I5-1140 LGA1200 +4,20GHz;Componentes;Procesador;Componentes,Procesador;1;PROCESADOR INTEL CORE I5-1140 LGA1200 +4,20GHz;-;INTEL
735858478120        ;PROCESADOR INTEL CORE I5-11400F LGA1200 2.6GHz;Componentes;Procesador;Componentes,Procesador;1;PROCESADOR INTEL CORE I5-11400F LGA1200 2.6GHz;-;INTEL
735858407823        ;PROCESADOR INTEL CORE i9-9900KF LGA1151 3,60GHz;Componentes;Procesador;Componentes,Procesador;1;PROCESADOR INTEL CORE i9-9900KF LGA1151 3,60GHz;-;INTEL
ARTEC0008976        ;PROCESADOR INTEL CORE™ i7-6800K LGA2011-3 3.60 GHz;Componentes;Procesador;Componentes,Procesador;1;PROCESADOR INTEL CORE™ i7-6800K LGA2011-3 3.60 GHz;-;INTEL
PROINTCI711700K     ;PROCESADOR INTEL i7-11700K LGA1200 3.60GHz;Componentes;Procesador;Componentes,Procesador;1;PROCESADOR INTEL i7-11700K LGA1200 3.60GHz;-;INTEL
MEMPEK1J018GAH      ;MEMORIA INTEL OPTANE 16GB Nvme M.2;Componentes;Optane;Componentes,Optane;1;MEMORIA INTEL OPTANE 16GB Nvme M.2;-;INTEL
4710273773940       ;MEMORIA ADATA 4 GB DDR3L 1600MHz PC3-12800 UDIMM;Componentes;Memoria RAM;Componentes,Memoria RAM;1;MEMORIA ADATA 4 GB DDR3L 1600MHz PC3-12800 UDIMM;-;ADATA
4711085931474       ;MEMORIA ADATA 4GB DDR4 PC-2666 SODIMM;Componentes;Memoria RAM;Componentes,Memoria RAM;1;MEMORIA ADATA 4GB DDR4 PC-2666 SODIMM;-;ADATA
843591077194        ;MEMORIA CORSAIR 8GB DDR4 2666MHz VENGEANCE SODIMM;Componentes;Memoria RAM;Componentes,Memoria RAM;1;MEMORIA CORSAIR 8GB DDR4 2666MHz VENGEANCE SODIMM;-;Corsair
649528824462;MEMORIA CRUCIAL BALLISTIX 16GB DDR4 3200MHz SODIMM;Componentes;Memoria RAM;Componentes,Memoria RAM;1;MEMORIA CRUCIAL BALLISTIX 16GB DDR4 3200MHz SODIMM;-;Crucial
840006629658        ;MEMORIA CORSAIR 8GB DDR4 3600MHz VENGEANCE RGB PRO UDIMM;Componentes;Memoria RAM;Componentes,Memoria RAM;1;MEMORIA CORSAIR 8GB DDR4 3600MHz VENGEANCE RGB PRO UDIMM;-;Corsair
649528900456        ;MEMORIA CRUCIAL 4GB DDR4 2666MHz SODIMM;Componentes;Memoria RAM;Componentes,Memoria RAM;1;MEMORIA CRUCIAL 4GB DDR4 2666MHz SODIMM;-;Crucial
841517051433        ;MEMORIA GEIL ORION 8GB DDR4 3600MHz RGB UDIMM;Componentes;Memoria RAM;Componentes,Memoria RAM;1;MEMORIA GEIL ORION 8GB DDR4 3600MHz RGB UDIMM;-;Geil Orion
841517051648        ;MEMORIA GEIL ORION 8GB DDR4 3600GHz RGB PC4-28800 UDIMM;Componentes;Memoria RAM;Componentes,Memoria RAM;1;MEMORIA GEIL ORION 8GB DDR4 3600GHz RGB PC4-28800 UDIMM;-;Geil Orion
193905242795        ;MEMORIA HP 8GB V8 DDR4 3000MHz RGB HYPER UDIMM;Componentes;Memoria RAM;Componentes,Memoria RAM;1;MEMORIA HP 8GB V8 DDR4 3000MHz RGB HYPER UDIMM;-;HP
KCP426SS816         ;MEMORIA KINGSTON 16GB DDR4 2666MHz PC4-21300 SODIMM;Componentes;Memoria RAM;Componentes,Memoria RAM;1;MEMORIA KINGSTON 16GB DDR4 2666MHz PC4-21300 SODIMM;-;Kingston
740617318579        ;MEMORIA KINGSTON 16GB DDR4 2666Mhz FURY SODIMM;Componentes;Memoria RAM;Componentes,Memoria RAM;1;MEMORIA KINGSTON 16GB DDR4 2666Mhz FURY SODIMM;-;Kingston
740617296532        ;MEMORIA KINGSTON 8GB DDR4 3000MHz HYPER BLACK UDIMM;Componentes;Memoria RAM;Componentes,Memoria RAM;1;MEMORIA KINGSTON 8GB DDR4 3000MHz HYPER BLACK UDIMM;-;Kingston
740617319910        ;MEMORIA KINGSTON 8GB DDR4 3200MHz HYPER FURY BEAST UDIMM;Componentes;Memoria RAM;Componentes,Memoria RAM;1;MEMORIA KINGSTON 8GB DDR4 3200MHz HYPER FURY BEAST UDIMM;-;Kingston
740617318449        ;MEMORIA KINGSTON 8GB DDR4 3200Mhz FURY IMPACT PC4-25600 SODIMM;Componentes;Memoria RAM;Componentes,Memoria RAM;1;MEMORIA KINGSTON 8GB DDR4 3200Mhz FURY IMPACT PC4-25600 SODIMM;-;Kingston
740617280630        ;MEMORIA KINGSTON 8GB DDR4 2666MHz SODIMM;Componentes;Memoria RAM;Componentes,Memoria RAM;1;MEMORIA KINGSTON 8GB DDR4 2666MHz SODIMM;-;Kingston
ARTEC0011101        ;MEMORIA KINGSTON 8GB DDR3L PC3L-12800 SODIMM;Componentes;Memoria RAM;Componentes,Memoria RAM;1;MEMORIA KINGSTON 8GB DDR3L PC3L-12800 SODIMM;-;Kingston
740617296327        ;MEMORIA KINGSTON 8GB DDR4 3200MHz RGB BLACK HYPER UDIMM;Componentes;Memoria RAM;Componentes,Memoria RAM;1;MEMORIA KINGSTON 8GB DDR4 3200MHz RGB BLACK HYPER UDIMM;-;Kingston
846651029119        ;MEMORIA MUSHKIN 8GB DDR4 PC4-3200 SODIMM;Componentes;Memoria RAM;Componentes,Memoria RAM;1;MEMORIA MUSHKIN 8GB DDR4 PC4-3200 SODIMM;-;Mushkin
740617283884        ;MEMORIA PREDATOR 8GB DDR4 3200MHz RGB HYPERX UDIMM;Componentes;Memoria RAM;Componentes,Memoria RAM;1;MEMORIA PREDATOR 8GB DDR4 3200MHz RGB HYPERX UDIMM;-;Predator
765441653177        ;MEMORIA T-FORCE 8GB DDR4 3200MHz ZEUS UDIMM;Componentes;Memoria RAM;Componentes,Memoria RAM;1;MEMORIA T-FORCE 8GB DDR4 3200MHz ZEUS UDIMM;-;T-Force
4712847098701       ;MEMORIA XLR8 8GB DDR4 3200MHz HYPER PC4-25600 UDIMM;Componentes;Memoria RAM;Componentes,Memoria RAM;1;MEMORIA XLR8 8GB DDR4 3200MHz HYPER PC4-25600 UDIMM;-;XRL
4711085931900       ;MEMORIA XPG 16GB DDR4 3200MHz RGB HUNTER PC4-25600 UDIMM;Componentes;Memoria RAM;Componentes,Memoria RAM;1;MEMORIA XPG 16GB DDR4 3200MHz RGB HUNTER PC4-25600 UDIMM;-;XPG
4711085931276       ;MEMORIA XPG 16GB DDR4 3200MHz RGB D50 PC4-25600 UDIMM;Componentes;Memoria RAM;Componentes,Memoria RAM;1;MEMORIA XPG 16GB DDR4 3200MHz RGB D50 PC4-25600 UDIMM;-;XPG
4711085931054       ;MEMORIA XPG 8GB DDR4 3200MHz RGB D50 PC4-25600 GRIS UDIMM;Componentes;Memoria RAM;Componentes,Memoria RAM;1;MEMORIA XPG 8GB DDR4 3200MHz RGB D50 PC4-25600 GRIS UDIMM;-;XPG
4711085931023       ;MEMORIA XPG 8GB DDR4 3200MHz RGB D50 PC4-25600 BLANCA UDIMM;Componentes;Memoria RAM;Componentes,Memoria RAM;1;MEMORIA XPG 8GB DDR4 3200MHz RGB D50 PC4-25600 BLANCA UDIMM;-;XPG
4710273772899       ;MEMORIA XPG 8GB DDR4 3000MHz RGB D60G PC4-24000 UDIMM;Componentes;Memoria RAM;Componentes,Memoria RAM;1;MEMORIA XPG 8GB DDR4 3000MHz RGB D60G PC4-24000 UDIMM;-;XPG
4713218469175       ;DISCO SOLIDO ADATA 240GB SU630 VERDE SATA 2.5;Componentes;Almacenamiento;Componentes,Almacenamiento;1;DISCO SOLIDO ADATA 240GB SU630 VERDE SATA 2.5;-;ADATA
4710273771106       ;DISCO SOLIDO XPG 256GB RGB M.2 2280 SPECTRIX S40G 3D NANO PCIe Gen3x4;Componentes;Almacenamiento;Componentes,Almacenamiento;1;DISCO SOLIDO XPG 256GB RGB M.2 2280 SPECTRIX S40G 3D NANO PCIe Gen3x4;-;XPG
889523014264        ;DISCO SOLIDO GIGABYTE 120GB SSD SATA3 NAND FLASH;Componentes;Almacenamiento;Componentes,Almacenamiento;1;DISCO SOLIDO GIGABYTE 120GB SSD SATA3 NAND FLASH;-;Gigabyte
889523014271        ;DISCO SOLIDO GIGABYTE 240GB SSD SATA3 NAND FLASH;Componentes;Almacenamiento;Componentes,Almacenamiento;1;DISCO SOLIDO GIGABYTE 240GB SSD SATA3 NAND FLASH;-;Gigabyte
889523019351        ;DISCO SOLIDO GIGABYTE 256GB M.2 2280 NVMe;Componentes;Almacenamiento;Componentes,Almacenamiento;1;DISCO SOLIDO GIGABYTE 256GB M.2 2280 NVMe;-;Gigabyte
193015326439        ;"DISCO SOLIDO HP 250GB S700 2.5"" SSD";Componentes;Almacenamiento;Componentes,Almacenamiento;1;"DISCO SOLIDO HP 250GB S700 2.5"" SSD";-;HP
193015182691        ;DISCO SOLIDO HP 250GB SSD M.2 EX900;Componentes;Almacenamiento;Componentes,Almacenamiento;1;DISCO SOLIDO HP 250GB SSD M.2 EX900;-;HP
